link_id,abs_key,source,target,wkt,nature,possol
53,TRONROUT0000000008083552,1481,1482,"LINESTRING (948348.9 6435712.5, 948346.8 6435718.2, 948345 6435723.7, 948344.2 6435727.2, 948344.8 6435730.6, 948354 6435726.7, 948356.3 6435726.7, 948355.8 6435732.6, 948356.2 6435736.2, 948358.1 6435736.7, 948363.5 6435732.9, 948369.3 6435730.9, 948377.6 6435729.5, 948376.7 6435733.2, 948374.5 6435736.4, 948370.5 6435743.9, 948368.9 6435748.9, 948368.9 6435751.4, 948371.4 6435750.7, 948375.3 6435747.7, 948382.5 6435745.5, 948395.5 6435742, 948400 6435741, 948401 6435742.3, 948399 6435746, 948396.5 6435751.6, 948395.7 6435754, 948396.9 6435754.9, 948401.9 6435754, 948412.9 6435749.2, 948416.9 6435748.4, 948419.4 6435749.1, 948419.3 6435751.6, 948419.1 6435755.5, 948419.6 6435756.8, 948421.8 6435756, 948424.9 6435752.3, 948428.4 6435746.8, 948429.7 6435744.4, 948430.6 6435746.5, 948429.7 6435754.2, 948428.8 6435770.1, 948427.9 6435777, 948427.5 6435781.4, 948429.3 6435781.2, 948432.8 6435775.7, 948438.1 6435766.5, 948443.6 6435757.5, 948446.1 6435753, 948448.3 6435751.9, 948449 6435753.1, 948447.6 6435756.7, 948446.1 6435768.5, 948443.8 6435778.3, 948440.7 6435784.4, 948438.9 6435788.7, 948437.3 6435794.4, 948434.9 6435796.5, 948430.7 6435798.9, 948427.8 6435802.2, 948425.7 6435807.6, 948422.9 6435812.3, 948421.2 6435816.1, 948414.9 6435826.7, 948409.5 6435832.2, 948408.3 6435833.6, 948408.7 6435834.5, 948412.2 6435834.1, 948424.7 6435831.2, 948434.1 6435828.4, 948437.9 6435827.4, 948439.2 6435827.5, 948438.3 6435829.8, 948433.3 6435836.5, 948429.6 6435841.3, 948426.2 6435843.7, 948422.9 6435848.4, 948420.6 6435853.4, 948417 6435858.3, 948414.8 6435860.9, 948414.9 6435862.4, 948417.8 6435862.7, 948425.6 6435861.7, 948427.7 6435862.2, 948425.8 6435864.2, 948422.3 6435866.8, 948419.4 6435870.1, 948419.3 6435872.1, 948423.9 6435871, 948431.6 6435870.7, 948436.6 6435870.9, 948443.7 6435869.2, 948452.8 6435865, 948460.5 6435861.9, 948463.4 6435860.1, 948464.8 6435860.7, 948463.7 6435863.1, 948461 6435867.2, 948456.1 6435874.1, 948449.6 6435879.2, 948445.3 6435882.5, 948443.2 6435885.4, 948443.2 6435888.9, 948443.7 6435890.8, 948445.6 6435890, 948447.6 6435888.4, 948447.7 6435889.7, 948448 6435891.4, 948451.3 6435889.8, 948457.4 6435889, 948463 6435887.4, 948465.2 6435887.1, 948463.3 6435892.5, 948463.7 6435894.7, 948465.4 6435895.2, 948468.3 6435892.8, 948472.7 6435891.3, 948479.7 6435892.5, 948485.9 6435891.7, 948488.8 6435890, 948490.8 6435886.1, 948493.6 6435880.7, 948499.6 6435877.3, 948506 6435874, 948513.1 6435868, 948516.9 6435864.5, 948518.5 6435864.3, 948518.3 6435866.9, 948515.9 6435872, 948514 6435883.4, 948512.8 6435886.4, 948514.3 6435887.2, 948516.9 6435885.2, 948522.8 6435879.2, 948526.8 6435874.5, 948528.4 6435874.5, 948527.5 6435878.4, 948527.1 6435892.1, 948528.5 6435903.6, 948528.9 6435905, 948530.9 6435904.5, 948534.6 6435898.9, 948540 6435893.1, 948548.1 6435886, 948554.7 6435882.4, 948558.2 6435882.6, 948559.3 6435883.8, 948556.8 6435888.1, 948555.6 6435891.2, 948555 6435901.1, 948554.8 6435920.9, 948554.6 6435930.9, 948552.5 6435945.4, 948551 6435957.7, 948547.5 6435967)",Sentier,0
54,TRONROUT0000000008081934,1483,1484,"LINESTRING (945700.1 6437767.6, 945667.1 6437738, 945654.2 6437728.2, 945645.5 6437716, 945640.5 6437703.8, 945635.7 6437686.6, 945630.9 6437673, 945626.7 6437657.7, 945612.6 6437616.5, 945606.7 6437610.3, 945606.3 6437609.5)",Sentier,0
55,TRONROUT0000000293525259,1485,1486,"LINESTRING (946267.3 6438494.4, 946276.8 6438484.2, 946282.6 6438480.2, 946290.2 6438469.6, 946306.1 6438455.1, 946311.4 6438449.3, 946320.1 6438437.6, 946336.2 6438418.1, 946348.7 6438408.4, 946356.1 6438406.6, 946363.2 6438402.8, 946378.8 6438377.8, 946389.3 6438358.4)",Sentier,0
56,TRONROUT0000000356599938,1487,1488,"LINESTRING (945589.9 6439025.8, 945591.1 6439017.2, 945591.6 6439010, 945592 6439006.2)",Sentier,0
57,TRONROUT0000002006316641,1489,1490,"LINESTRING (946433.8 6438529.7, 946430.9 6438532.1)",Sentier,0
58,TRONROUT0000000008083158,1491,1492,"LINESTRING (945436.4 6436702.2, 945446 6436710.5)",Route_empierree,0
59,TRONROUT0000000293525350,1493,1494,"LINESTRING (946521.4 6438422.1, 946521.3 6438415.2, 946523.5 6438410.6, 946523.6 6438400.1, 946526.1 6438389.3, 946528.8 6438382.5, 946529.4 6438375.8, 946532.3 6438368, 946546.8 6438350.3, 946550 6438347.3, 946555.5 6438334, 946560.2 6438320.3, 946561.1 6438313, 946563.7 6438306.9, 946564.5 6438304.9, 946568.4 6438294.5, 946569.1 6438288.3, 946569.5 6438284, 946570.8 6438282.1, 946573.2 6438282, 946578.2 6438273.7, 946586.9 6438256, 946588.9 6438253.1, 946593.4 6438250, 946604 6438239.2, 946608.2 6438234.1, 946621.3 6438225.3, 946622.1 6438224.6)",Sentier,0
60,TRONROUT0000000008091166,1495,1496,"LINESTRING (937474.9 6424469.1, 937469.7 6424488, 937455.2 6424511.6, 937434.4 6424531.2, 937408.1 6424550.4, 937380.6 6424566.9, 937362 6424575, 937349.5 6424577.9)",Chemin,0
61,TRONROUT0000002006316647,1497,1498,"LINESTRING (946640.9 6437897.3, 946646.3 6437858.7, 946645.9 6437810.8, 946624.8 6437767.4)",Sentier,0
62,TRONROUT0000000326576576,1499,1500,"LINESTRING (944447.7 6437033.7, 944443.2 6437024.6)",Sentier,0
63,TRONROUT0000000293525290,1501,1502,"LINESTRING (946462.2 6437895.5, 946464 6437889.9, 946465.7 6437883.3, 946466.4 6437882.2, 946468.2 6437881.6, 946469.1 6437882, 946474.2 6437886.6, 946477.1 6437888.6, 946479.6 6437890.4, 946480.9 6437890.9, 946482.1 6437890.5, 946482.6 6437889.8, 946486.1 6437883.5, 946486.7 6437882.7, 946489 6437879.8, 946490.7 6437877.6, 946491.8 6437875.2, 946493.1 6437869.9, 946493.1 6437863.4, 946494.2 6437859.6, 946494.9 6437858.1, 946498.8 6437850.1, 946502 6437841.6, 946502.9 6437839.5, 946503.5 6437837.7, 946504 6437836.7, 946504.5 6437836, 946504.9 6437835.7)",Sentier,0
64,TRONROUT0000000008081945,1503,1486,"LINESTRING (946394.9 6438297.6, 946394.8 6438298.2, 946393.7 6438319.8, 946392.9 6438344.1, 946390.7 6438356.1, 946389.3 6438358.4)",Sentier,0
65,TRONROUT0000000008081094,1504,1505,"LINESTRING (946565.7 6439222.3, 946560.6 6439213.6, 946556.5 6439205.7, 946553.2 6439196.8, 946549.6 6439184.3, 946547 6439174.7, 946547 6439168.2, 946546.9 6439164.2, 946544.2 6439154.1, 946543.8 6439148.3, 946544.2 6439145, 946545.4 6439141.7, 946545.6 6439138.9, 946544.9 6439136.3, 946541.9 6439133.5)",Sentier,0
66,TRONROUT0000000293512355,1506,1507,"LINESTRING (948259.4 6438607.3, 948258.9 6438607.1, 948257 6438606.3, 948240.9 6438600.6, 948226.9 6438599, 948214.5 6438600.6, 948211.4 6438601.3)",Route_empierree,0
67,TRONROUT0000000008082659,1508,1509,"LINESTRING (938548.4 6437526.7, 938547.2 6437543.3, 938545.2 6437555.3, 938538.1 6437564.3, 938531.8 6437573.7, 938528 6437585.6, 938525.8 6437592.7, 938525.4 6437609.4, 938528.2 6437623.5, 938535.4 6437636.8, 938540.6 6437647.6, 938544.3 6437657.6, 938543.9 6437672.3, 938539.6 6437682, 938541.9 6437701.8, 938542.7 6437718.1, 938538.8 6437731.1, 938536.6 6437747, 938532.4 6437762.3, 938538.6 6437770.6, 938545.9 6437780.8, 938558.7 6437790, 938577.9 6437793.6, 938595.1 6437797, 938612.2 6437803.7, 938624.6 6437810, 938632.4 6437819.5, 938643.2 6437829.5, 938652.2 6437843, 938664.8 6437856, 938679.8 6437862.9, 938698 6437871.4, 938712.1 6437876.4, 938721.7 6437878.2, 938737.7 6437883.8, 938755.5 6437887.4, 938770.2 6437884.4, 938785.1 6437879.5, 938794.2 6437872.4, 938798.5 6437862.4, 938810.7 6437848.4, 938826.7 6437837.8, 938829.7 6437831.4, 938833 6437826, 938841.6 6437824.1, 938847.6 6437817.7, 938852.6 6437817.9, 938856.7 6437816.2, 938859.9 6437813.6, 938864.5 6437811.4, 938872.4 6437808.8, 938877.6 6437806.8, 938882 6437804.6, 938887.2 6437804.8, 938893.3 6437803.8, 938898.5 6437802.8, 938902.6 6437802.1, 938908.2 6437800.1, 938913.9 6437796.9, 938916.6 6437793, 938919.3 6437789.4, 938923.3 6437788.4, 938926.2 6437788.5, 938931.6 6437788.6, 938935.3 6437788.8, 938941.3 6437788.8, 938948.8 6437787.7, 938953.7 6437787.2, 938957.7 6437787.3, 938965 6437787.5, 938969.2 6437790.5, 938971.9 6437795.4, 938976.3 6437800.3, 938980.1 6437809.3, 938983 6437819.9, 938989.3 6437834.6, 938990.3 6437846.9, 938990.2 6437850.4, 938990.1 6437854.1, 938990.9 6437858.3, 938994.1 6437865.4, 938998.1 6437872.7, 938999.6 6437879.3, 939003.6 6437887.4, 939005.4 6437896, 939008.2 6437902.9, 939009.1 6437906.5, 939010.3 6437914.2, 939013.7 6437919.8, 939015.3 6437924.6, 939018 6437932.2, 939020.7 6437943.2, 939023.9 6437950, 939027.4 6437955.6, 939030.4 6437960.5, 939035.1 6437972.6, 939039.7 6437985.5, 939041.9 6437995.1, 939042.9 6437999.4, 939044.7 6438007.8, 939044.2 6438011.2, 939043.2 6438019.7, 939044.6 6438021, 939047 6438026.6, 939050.3 6438033.1, 939053.8 6438041.5, 939054.2 6438046, 939054.6 6438056.6, 939054.5 6438061.6, 939054.2 6438071, 939055.3 6438075.7, 939060 6438081.8, 939064.1 6438085.5, 939066.3 6438091, 939069.9 6438104.2, 939072.7 6438107.2, 939074 6438106.9, 939075.8 6438107.2, 939077.8 6438110.7, 939080.2 6438112.8, 939086.2 6438112.7, 939093 6438116.1, 939093.6 6438118, 939091.1 6438128.6, 939089.7 6438142, 939089.6 6438144.4, 939091.5 6438148.1, 939094 6438150.7, 939102.3 6438157.5, 939103.9 6438161.8, 939104.6 6438167.6, 939105.8 6438171.2, 939105.8 6438177.8, 939105.7 6438185.6, 939103.7 6438193.8, 939102.1 6438198.8, 939102.6 6438203.2, 939105 6438209.8, 939107.2 6438214.5, 939107.2 6438218)",Sentier,0
68,TRONROUT0000000008080191,1510,1511,"LINESTRING (946063.6 6439358.4, 946070.6 6439379.5)",Route_a_1_chaussee,0
69,TRONROUT0000000008081126,1512,1443,"LINESTRING (945939.6 6438873.5, 945937.9 6438847.7, 945934.9 6438816.2, 945936.8 6438801.3)",Route_a_1_chaussee,0
70,TRONROUT0000000008081131,1513,1514,"LINESTRING (945884.9 6438952.6, 945885.3 6438940.2, 945877.7 6438916.6, 945864.4 6438890.3, 945851.3 6438862.5, 945846.9 6438846.2, 945845.2 6438826.5, 945845.8 6438815.8, 945846.5 6438804.8, 945847.1 6438797.5)",Route_a_1_chaussee,0
71,TRONROUT0000000008081212,1514,1515,"LINESTRING (945847.1 6438797.5, 945837.4 6438793.7, 945830.1 6438788.4)",Route_a_1_chaussee,0
72,TRONROUT0000000008081099,1516,1517,"LINESTRING (945900.4 6438956.9, 946003.1 6438998.1)",Route_a_1_chaussee,0
73,TRONROUT0000000008081102,1518,1519,"LINESTRING (945740.5 6438716.5, 945726.4 6438732.2)",Route_a_1_chaussee,0
74,TRONROUT0000000008081105,1520,1521,"LINESTRING (945980.6 6439339.5, 945979 6439336.6, 945956.5 6439294.7, 945940.8 6439247.9, 945939.5 6439243.2)",Route_a_1_chaussee,0
75,TRONROUT0000000008081110,1522,1442,"LINESTRING (945968.8 6438644.6, 945976.9 6438648.4, 945982.4 6438652.1, 945985.6 6438660.4, 945989.8 6438679.1, 945990.3 6438696.8, 945990.2 6438704.3, 945986 6438722.7, 945982.9 6438730.9, 945982 6438740.1, 945979.2 6438761.4, 945979 6438769.7, 945982.6 6438779.4, 945989.9 6438788.9, 945992.2 6438792.9, 945994.4 6438801.1, 945994.6 6438804.8, 945994 6438812.6)",Route_a_1_chaussee,0
76,TRONROUT0000000008081125,1523,1524,"LINESTRING (945880.3 6439022, 945881.7 6439010.4, 945884.8 6438990.7, 945890.6 6438976.9, 945897.7 6438962.4)",Route_a_1_chaussee,0
77,TRONROUT0000000008081142,1525,1522,"LINESTRING (945912 6438669.3, 945914.4 6438664.9, 945919.8 6438659.4, 945947.3 6438650, 945968.8 6438644.6)",Route_a_1_chaussee,0
78,TRONROUT0000000008081154,1526,1527,"LINESTRING (945996 6439042.2, 945998 6439050.8, 946000.3 6439059.5, 946002.6 6439074.7, 946002.3 6439094.6, 946001.3 6439099.2)",Route_a_1_chaussee,0
79,TRONROUT0000000008081169,1528,1529,"LINESTRING (945983.4 6439041, 945982.2 6439039.4, 945981.3 6439037.7, 945980.7 6439035.8, 945980.2 6439033.5)",Rond-point,0
80,TRONROUT0000000008081190,1530,1531,"LINESTRING (945995.6 6439143.9, 945995.6 6439154.8, 945996.3 6439194.9, 945996.7 6439200.8)",Route_a_1_chaussee,0
81,TRONROUT0000000008081224,1532,1533,"LINESTRING (944552.1 6439068.7, 944548.5 6439069.9, 944544.9 6439074, 944538.6 6439080.4, 944530.3 6439084.3, 944521.5 6439088.9, 944510.8 6439094, 944505.3 6439094, 944500.6 6439093.8, 944493.9 6439091.4, 944486.3 6439090.5, 944476.9 6439088.6, 944466.7 6439087, 944462.1 6439084.3, 944456.7 6439081.9, 944446.5 6439079.4, 944437.1 6439073.7, 944429.2 6439068.9, 944424 6439067.7, 944420.9 6439067.2)",Sentier,0
82,TRONROUT0000000008081247,1534,1535,"LINESTRING (942450 6439171, 942463.7 6439169.7, 942469.2 6439165.5, 942472 6439162.8, 942475.4 6439157.9, 942483.4 6439150.2, 942483.1 6439149, 942478.3 6439149.6, 942473.8 6439149.7, 942471 6439149.2, 942471 6439144.9, 942473.5 6439139.5)",Sentier,0
83,TRONROUT0000000008081249,1536,1537,"LINESTRING (941815.4 6438591.3, 941802.5 6438601.3, 941797.1 6438607.5, 941793.5 6438620.4, 941791.6 6438626.4, 941790.4 6438632.3, 941787.8 6438640.4, 941772.7 6438672.7, 941750.2 6438723.4, 941737.8 6438746.7, 941730.6 6438755, 941724.7 6438764.5, 941719.6 6438773, 941713.2 6438777.7, 941698.4 6438786.2)",Chemin,0
84,TRONROUT0000000008081907,1538,1539,"LINESTRING (946864.6 6437717.9, 946866.7 6437733.8, 946869.1 6437743.4, 946876.3 6437758.5, 946882.6 6437769.4, 946888.7 6437791.8, 946894.2 6437814, 946897.4 6437831.7, 946896.7 6437837.9, 946892.6 6437848.2, 946886.2 6437860.5, 946874.6 6437879, 946871.4 6437888.5, 946869 6437894.3, 946864.2 6437897, 946860.2 6437904.2, 946851 6437914.2, 946842.2 6437919.7, 946833.1 6437921.7, 946830 6437921.6, 946827.6 6437922, 946825.8 6437923.7, 946825.1 6437925.9, 946818.1 6437946.4, 946814.4 6437951.2, 946812.5 6437955.2, 946812 6437958.8, 946811.4 6437967.2, 946811.5 6437968.9, 946813.6 6437977.6, 946814.9 6437983, 946816 6437985.7, 946816.9 6437988.4, 946815.5 6437993.8, 946814.2 6438002.4, 946813.5 6438007.9, 946813.9 6438011.6, 946814.7 6438017.4, 946814.1 6438021.1, 946812.9 6438025.9, 946807.6 6438039.2, 946805.2 6438042.5, 946802.9 6438045.9, 946801.4 6438049.4, 946799.3 6438052.7, 946798.6 6438054.1, 946794.9 6438055.1)",Sentier,0
85,TRONROUT0000000008081938,1540,1541,"LINESTRING (946298.6 6438265.6, 946296.8 6438271.4, 946295.8 6438277.4, 946297.3 6438289.2, 946298.3 6438294.4, 946304.9 6438328.4, 946306.4 6438334.4)",Route_a_1_chaussee,0
86,TRONROUT0000000008082552,1473,1542,"LINESTRING (945634 6437152.6, 945629.2 6437164.8, 945624.1 6437173.8, 945617.7 6437181.5, 945610.8 6437190.8, 945604.6 6437204.5, 945599.7 6437216.5, 945598.8 6437220.3, 945599.7 6437221.9)",Route_a_1_chaussee,0
87,TRONROUT0000000008082589,1543,1544,"LINESTRING (945561.7 6436832.5, 945578.3 6436825.5, 945581.9 6436824.7, 945586.8 6436823.6, 945599.7 6436821.1, 945606 6436820.8)",Route_a_1_chaussee,0
88,TRONROUT0000000008082596,1545,1546,"LINESTRING (944755.2 6437195.6, 944759.6 6437211.6, 944772.9 6437219.7, 944776.1 6437230, 944793.7 6437245.2, 944797 6437259.6, 944800.2 6437281.1, 944799.3 6437297.5, 944790.2 6437309.9, 944786.1 6437312, 944804.9 6437343.7, 944803 6437368.3, 944780.4 6437363.4, 944782.7 6437387, 944806.4 6437402.1, 944838.4 6437418.4, 944865 6437415, 944887.6 6437412.7, 944905 6437403.4, 944920.8 6437395.8)",Sentier,0
89,TRONROUT0000000008082621,1547,1548,"LINESTRING (942553 6437655.5, 942549 6437655.4, 942545.5 6437655.1, 942541.1 6437651, 942537.1 6437642.6, 942533.6 6437632.6, 942528.3 6437625.5, 942520.4 6437621.2, 942516.4 6437622.7, 942509.8 6437628.7, 942504.1 6437639.7, 942495.4 6437656.8, 942485.9 6437662.9, 942473.6 6437665, 942459.6 6437663.9, 942447.8 6437662.8, 942434.5 6437662.2)",Route_a_1_chaussee,0
90,TRONROUT0000000008082623,1549,1550,"LINESTRING (945442.6 6436730.3, 945443.2 6436724.3)",Route_a_1_chaussee,0
91,TRONROUT0000000008083131,1551,1552,"LINESTRING (945839.6 6436731.1, 945817.7 6436733, 945778.8 6436739.4, 945772.1 6436740.8, 945766.9 6436741.8)",Route_empierree,0
92,TRONROUT0000000008083119,1553,1554,"LINESTRING (947813.1 6436112.4, 947814.4 6436106.4, 947817.7 6436098.3, 947821.3 6436088.7, 947823.8 6436077.1, 947825.7 6436067.6, 947827.5 6436059.2, 947829 6436055.2, 947833.8 6436050.8)",Route_empierree,0
93,TRONROUT0000000008083128,1555,1556,"LINESTRING (945866.1 6436767.7, 945831.7 6436768.5, 945818.3 6436768.8)",Route_a_1_chaussee,0
94,TRONROUT0000000008083130,1557,1558,"LINESTRING (945761.8 6436562.8, 945754.6 6436566.8, 945742.9 6436576.7, 945741.3 6436580.7)",Sentier,0
95,TRONROUT0000000008083134,1556,1492,"LINESTRING (945818.3 6436768.8, 945816.4 6436765.2, 945813.4 6436761.5, 945807.6 6436757.8, 945802.2 6436755.5, 945797 6436754.2, 945792.5 6436753.9, 945786.8 6436754.3, 945778.8 6436755.3, 945771 6436756.4, 945763.1 6436755.8, 945757.1 6436754.4, 945752.4 6436751.5, 945748 6436743.9, 945737.5 6436741.6, 945729.2 6436740.5, 945715.5 6436739.8, 945700.8 6436739.1, 945687.3 6436739.9, 945679.9 6436741.2, 945669.5 6436744.3, 945660.9 6436747.4, 945651.3 6436749.3, 945642.6 6436750.7, 945632.4 6436751.3, 945618.5 6436752.2, 945609 6436751.8, 945598.3 6436749.7, 945584.2 6436745, 945545.2 6436731, 945502.6 6436710.9, 945485.2 6436701.8, 945478.3 6436699.4, 945472.4 6436699, 945462.7 6436700.4, 945456.2 6436702.9, 945449.4 6436706.8, 945446 6436710.5)",Route_a_1_chaussee,0
96,TRONROUT0000000008083143,1559,1560,"LINESTRING (945985.2 6436768.6, 945979.7 6436780, 945966.8 6436806.8)",Route_a_1_chaussee,0
97,TRONROUT0000000008083161,1561,1562,"LINESTRING (945127.6 6436290.3, 945040.5 6436315.8, 945008.6 6436315.4, 944967.9 6436292.4, 944948.9 6436259.8, 944940.9 6436245.8, 944933.1 6436248.9, 944929.9 6436231.8, 944920.4 6436224.1, 944892.3 6436216.5, 944879.7 6436211.9, 944864.1 6436204.3, 944862.4 6436191.8, 944833 6436223.3, 944820.9 6436270.2, 944827.3 6436287.3, 944780.5 6436294, 944746.5 6436336.5, 944735.3 6436291.3, 944697.5 6436255.7)",Sentier,0
98,TRONROUT0000000008084511,1563,1564,"LINESTRING (942249.7 6433795.5, 942249.8 6433793.4, 942247.9 6433789.5, 942254 6433787.9, 942255.1 6433784.8, 942257.7 6433783.3, 942254.2 6433775.3, 942250.9 6433768.7, 942247.8 6433762.1, 942248.2 6433752.8, 942251.6 6433745, 942256.4 6433741.6)",Sentier,0
99,TRONROUT0000000008084952,1565,1566,"LINESTRING (944856.3 6433243.6, 944915.2 6433223.6, 945014.1 6433226.9, 945027.2 6433247.3, 945030.4 6433277.5, 945044.7 6433300, 945047.5 6433310.3, 945074.2 6433358.4, 945073.8 6433395, 945080.9 6433400.3, 945081.6 6433430.9, 945085.1 6433459.1, 945099.3 6433468.3, 945101.7 6433490.1, 945096 6433514.6, 945088.9 6433554.2, 945091.6 6433576.3, 945099.2 6433598.4, 945116.5 6433600.8, 945140.9 6433571, 945209 6433461.8, 945217.4 6433442.7, 945241.4 6433413.7, 945265.1 6433389.1, 945278.3 6433382.6, 945292 6433371, 945299.1 6433367.1, 945303.5 6433357.3, 945310 6433349.9, 945326.3 6433301.2, 945331.2 6433286.4, 945341.2 6433255, 945355.6 6433224, 945360.2 6433208.8, 945366.2 6433185.2, 945377.5 6433160.2, 945380.7 6433150.3, 945383.5 6433142.6, 945389.2 6433129.9, 945397.3 6433121.4, 945407.5 6433111.9, 945415.3 6433105.6, 945420.6 6433097.4, 945431.9 6433084.4, 945442.1 6433077, 945451.3 6433069.2, 945460.1 6433065.7, 945471.4 6433062.5, 945482 6433063.2, 945487 6433068.5, 945490.5 6433076.6, 945495.8 6433081.6, 945504.3 6433079.4, 945512.1 6433073.8, 945516.6 6433071, 945521.2 6433068.2, 945524.8 6433064.6, 945529.7 6433061.8, 945537.1 6433057.9, 945542.1 6433054.8, 945549.1 6433051.6, 945554.8 6433047.4, 945561.1 6433044.9, 945565 6433047.4, 945574.6 6433047.7, 945583 6433044.5)",Sentier,0
100,TRONROUT0000000008084954,1567,1565,"LINESTRING (944274.2 6433229, 944287.1 6433234.2, 944297.5 6433235.1, 944311.1 6433231.6, 944319.5 6433228.8, 944337.5 6433228.8, 944346.2 6433231.1, 944390.8 6433255, 944402.3 6433268.6, 944411.5 6433277.1, 944422.1 6433276.2, 944431.6 6433269.6, 944442.7 6433264, 944515.2 6433261.7, 944544.5 6433268.2, 944568.4 6433276.3, 944590.8 6433279.4, 944605.8 6433277.5, 944621.4 6433269.6, 944635.5 6433266.5, 944654.8 6433265, 944677 6433265.3, 944695.2 6433262.7, 944716.6 6433257.9, 944736.9 6433247.6, 944759.4 6433246.1, 944781.6 6433246.2, 944832.9 6433250.1, 944856.3 6433243.6)",Sentier,0
101,TRONROUT0000000008088044,1568,1569,"LINESTRING (937117.2 6427925.3, 937123 6427943.2, 937128.7 6427960.8, 937129 6427965.9, 937128.4 6427974.8, 937128.3 6427981.7, 937130 6427987.1, 937137.5 6427996.2)",Sentier,0
102,TRONROUT0000000008088484,1570,1571,"LINESTRING (939348.3 6427067.6, 939346.5 6427055.6, 939344.6 6427042.1)",Route_a_1_chaussee,1
103,TRONROUT0000000008089861,1572,1573,"LINESTRING (938850.6 6426473.8, 938852.4 6426500.4, 938875.9 6426517.2, 938882.2 6426528.2, 938882.3 6426543.8, 938877.5 6426553.2)",Sentier,0
104,TRONROUT0000000008090510,1574,1575,"LINESTRING (938181.9 6424827.5, 938196.5 6424843.5, 938209.3 6424873.1, 938242.6 6424935.2, 938266.3 6424958.4, 938280.6 6424997.3, 938321.6 6425036, 938364 6425076.2, 938411.3 6425125.8, 938424.1 6425169.3, 938437.2 6425206.8)",Sentier,0
105,TRONROUT0000000008090509,1576,1575,"LINESTRING (938582.5 6425362.6, 938479.6 6425248.2, 938437.2 6425206.8)",Sentier,0
106,TRONROUT0000000008090525,1577,1578,"LINESTRING (938015.1 6424715.9, 938004.8 6424721.1)",Chemin,0
107,TRONROUT0000000008090522,1579,1580,"LINESTRING (938176.9 6424745, 938169.4 6424731.2, 938166.7 6424723.5, 938165.3 6424716.1, 938166.2 6424708.3, 938169.1 6424698.8, 938169.5 6424687.6, 938168 6424672.5)",Route_a_1_chaussee,0
108,TRONROUT0000000008090533,1581,1582,"LINESTRING (937782.4 6424719.5, 937768.7 6424714.4, 937744.1 6424704.6, 937728 6424701.5, 937686.4 6424694.8, 937650.9 6424688.9, 937619.8 6424683.9, 937594.8 6424682.1, 937577.7 6424683.2, 937562.8 6424688.3, 937526.7 6424707.3, 937488.6 6424733.2, 937458 6424757.4, 937436.9 6424778.9, 937420 6424800.5, 937411 6424816.6, 937403 6424832.2, 937395.6 6424844, 937384.5 6424856.2, 937367.1 6424866.1, 937342.4 6424878, 937319.7 6424883.9, 937285.1 6424886.5, 937248.9 6424888.6, 937214 6424891.4, 937184.3 6424892.4, 937166.1 6424890.2, 937141.6 6424881.5, 937127.6 6424872, 937107.5 6424849.6, 937088 6424824.7, 937063.6 6424806.6)",Route_a_1_chaussee,0
109,TRONROUT0000000014416998,1583,1584,"LINESTRING (938452.3 6424587.7, 938400.3 6424648.5, 938364 6424694.2, 938349.9 6424706.1)",Sentier,0
110,TRONROUT0000000037211617,1585,1586,"LINESTRING (938237.2 6424765.6, 938220 6424777.7, 938205.8 6424788.5, 938197.5 6424797.9, 938196.1 6424802.4)",Route_a_1_chaussee,0
111,TRONROUT0000000096388916,1587,1588,"LINESTRING (946056.9 6439197.1, 946057.2 6439205.8, 946052.8 6439213.8, 946046.8 6439217.2, 946038.5 6439218.8, 946011.4 6439220.2, 945998.4 6439223.9)",Route_a_1_chaussee,0
112,TRONROUT0000000008084519,1589,1590,"LINESTRING (937004.7 6434485.9, 937002.4 6434478.3, 936987.2 6434466.4, 936969.1 6434457.3, 936952.6 6434455.2, 936939.9 6434453.8, 936924.4 6434450.4, 936911.9 6434447.1, 936901.7 6434444.2, 936880.9 6434442.2, 936858.7 6434441.6, 936838.1 6434444.6, 936822.9 6434445.1, 936784.8 6434439.4, 936755.6 6434433.1, 936732.9 6434428.1, 936697.7 6434433.1, 936669.5 6434434.6, 936633.4 6434435.7, 936605.4 6434437.5, 936571.1 6434435.9, 936544.3 6434439.7, 936514.8 6434441.4, 936495.7 6434448.2, 936481.5 6434454.5, 936459.6 6434459.7, 936441.7 6434461.3, 936416.9 6434466, 936397.6 6434468, 936379 6434467.6, 936360.7 6434469, 936337.5 6434469.4, 936318.5 6434467.2, 936306.6 6434468.5, 936296.7 6434464.9, 936283.1 6434459.9, 936263.2 6434454.6, 936223.6 6434447.6, 936199.7 6434438.9, 936184.2 6434433.3, 936177.4 6434429.2, 936160.9 6434418.9, 936147.3 6434405.1, 936136.6 6434392.5, 936132 6434379.6, 936121.7 6434357.2, 936111.6 6434344.9, 936097.9 6434330.3, 936088.1 6434317.3)",Sentier,0
113,TRONROUT0000000206274743,1591,1592,"LINESTRING (945823.4 6438761.9, 945823.1 6438753.7, 945819.2 6438730.6, 945818.6 6438720.5, 945818.5 6438716.9, 945819.3 6438712.9, 945820.9 6438709.9, 945822.3 6438707.8, 945826.9 6438705.4, 945828.8 6438704.4, 945830.6 6438702.8, 945832.2 6438699.8, 945835.2 6438690.6, 945835.8 6438686.8)",Route_a_1_chaussee,0
